block,trial,role,person_name,person_num,trialtype_name,trialtype_num,outcome_name,outcome_num,human_response_name,human_response_num,cue_value,uparrow_rightside,chose_higher,rt,target_number,outcome_amount,outcome_string,total_outcome_amount,blockcue_onset,blockcue_duration,cue_onset,cue_duration,target_onset,target_duration,outcome_onset,outcome_duration
0,1,YOU,self,1,plus0,2,correct,1,hit,1,+$0,0,0,0.96089,1,0,+$0.00,0,0,0,12.0072,2.2428,14.2609,1.9895,16.2592,1.9908
0,2,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,1,0.72557,2,0,$0.00,0,0,0,24.2588,1.9912,26.2506,1.9994,28.2506,1.9994
0,3,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,0,1,0.57435,3,0,$0.00,0,0,0,36.2581,1.992,38.2506,1.9995,40.2506,1.9994
0,4,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,0,0.77553,8,0,$0.00,0,0,0,48.2581,2.2419,50.5007,1.9994,52.5008,1.9992
0,5,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,1,0,0.83278,8,0,$0.00,0,0,0,58.5081,2.4919,61.0006,1.9994,63.0008,1.9993
0,6,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,0,0.55985,3,5,+$5.00,5,0,0,67.0076,1.9924,69.0006,1.9995,71.0007,1.9994
0,7,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,0,1.3428,8,0,$0.00,5,0,0,79.0086,2.2414,81.2506,1.9995,83.2506,1.9994
0,8,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,0.72334,3,5,+$5.00,10,0,0,87.2596,1.9905,89.2509,1.9992,91.2509,1.9991
0,9,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,1.0393,6,5,+$5.00,15,0,0,97.2577,1.9923,99.2506,1.9995,101.2506,1.9994
0,10,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,1.1537,4,0,$0.00,15,0,0,107.2586,2.2414,109.5006,1.9995,111.5006,1.9994
0,11,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,1,1,0.47992,1,0,$0.00,15,0,0,115.5085,1.9916,117.5009,1.9992,119.5006,1.9994
0,12,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.8019,6,5,+$5.00,20,0,0,123.5074,2.4926,126.0006,1.9995,128.0006,1.9994
0,13,YOU,self,1,plus0,2,correct,1,hit,1,+$0,0,1,0.75686,7,0,+$0.00,20,0,0,134.0077,2.4923,136.5009,1.9992,138.5006,1.9994
0,14,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,1,0.55718,8,5,+$5.00,25,0,0,142.5076,2.4925,145.0009,1.9992,147.0006,1.9994
0,15,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,0,0.8274,9,0,$0.00,25,0,0,155.0078,2.4923,157.5009,1.9992,159.5006,1.9994
0,16,YOU,self,1,plus0,2,correct,1,hit,1,+$0,0,1,0.70443,8,0,+$0.00,25,0,0,165.5091,2.2409,167.7506,1.9995,169.7506,1.9994
0,17,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,1,0.68041,7,5,+$5.00,30,0,0,175.7576,1.9924,177.7505,1.9996,179.7506,1.9995
0,18,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,1,1.4548,3,0,$0.00,30,0,0,187.7596,2.4904,190.2505,1.9995,192.2506,1.9995
0,19,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,1,1.5116,1,0,$0.00,30,0,0,198.2577,2.2424,200.5006,1.9995,202.5006,1.9994
0,20,YOU,self,1,plus0,2,correct,1,hit,1,+$0,1,0,0.87753,4,0,+$0.00,30,0,0,208.5105,1.9896,210.5006,1.9995,212.5006,1.9995
0,21,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,1,0.44308,3,0,$0.00,30,0,0,220.5078,2.4923,223.0007,1.9994,225.0006,1.9995
0,22,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,0.44779,2,5,+$5.00,35,0,0,231.0092,2.2409,233.2505,1.9996,235.2506,1.9995
0,23,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.88529,7,5,+$5.00,40,0,0,241.2603,1.9898,243.2508,1.9992,245.2505,1.9995
0,24,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,0,0,0.44919,6,0,$0.00,40,0,0,249.2597,2.2403,251.5008,1.9992,253.5006,1.9995
0,25,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,0,0.94678,8,0,$0.00,40,0,0,261.5089,2.4911,264.0006,1.9995,266.0006,1.9995
0,26,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,1,1.0915,1,0,$0.00,40,0,0,270.0096,2.4904,272.5006,1.9995,274.5007,1.9994
0,27,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,1,0,0.94422,9,0,$0.00,40,0,0,278.5086,2.2414,280.7509,1.9992,282.7506,1.9994
0,28,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,0,0.50715,2,5,+$5.00,45,0,0,290.758,2.4921,293.2506,1.9994,295.2506,1.9994
0,29,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,0.6593,1,5,+$5.00,50,0,0,303.2579,2.2421,305.5006,1.9995,307.5006,1.9994
0,30,YOU,self,1,plus0,2,correct,1,hit,1,+$0,1,1,0.59021,9,0,+$0.00,50,0,0,311.5087,1.9913,313.5009,1.9992,315.5006,1.9994
