block,trial,role,person_name,person_num,trialtype_name,trialtype_num,outcome_name,outcome_num,human_response_name,human_response_num,cue_value,uparrow_rightside,chose_higher,rt,target_number,outcome_amount,outcome_string,total_outcome_amount,blockcue_onset,blockcue_duration,cue_onset,cue_duration,target_onset,target_duration,outcome_onset,outcome_duration
0,1,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,0.80749,4,0,$0.00,0,0,0,12.0096,2.4905,14.5431,1.9574,16.5092,1.9908
0,2,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,1,0.74268,4,0,$0.00,0,0,0,24.5112,2.2389,26.7505,1.9996,28.7506,1.9994
0,3,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,1.1995,4,0,$0.00,0,0,0,36.7575,2.2425,39.0006,1.9995,41.0006,1.9994
0,4,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,0,1,0.72961,2,0,$0.00,0,0,0,45.0072,2.2428,47.2506,1.9995,49.2507,1.9994
0,5,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,0.99423,1,5,+$5.00,5,0,0,58.0237,1.4764,59.5007,1.9994,61.5006,1.9994
0,6,YOU,self,1,plus0,2,correct,1,hit,1,+$0,1,1,0.67206,7,0,+$0.00,5,0,0,67.5077,2.4923,70.0006,1.9995,72.0006,1.9994
0,7,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,1,0.55371,4,0,$0.00,5,0,0,80.0075,2.4925,82.5006,1.9995,84.5006,1.9994
0,8,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,1,0.93648,1,0,$0.00,5,0,0,90.5083,2.4918,93.0006,1.9995,95.0006,1.9994
0,9,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,0,0.64826,9,0,$0.00,5,0,0,101.0072,2.2428,103.2506,1.9994,105.2507,1.9994
0,10,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,1,1.4362,4,0,$0.00,5,0,0,109.2602,1.9898,111.2506,1.9995,113.2507,1.9994
0,11,YOU,self,1,plus0,2,correct,1,hit,1,+$0,0,0,0.51237,3,0,+$0.00,5,0,0,121.2586,1.9914,123.2506,1.9994,125.2506,1.9994
0,12,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,0.62681,2,0,$0.00,5,0,0,129.2584,2.2417,131.5006,1.9995,133.5006,1.9994
0,13,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.64425,6,5,+$5.00,10,0,0,137.5077,2.4924,140.0006,1.9995,142.0006,1.9994
0,14,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,1.0935,3,5,+$5.00,15,0,0,148.0078,1.9923,150.0006,1.9995,152.0006,1.9994
0,15,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.58205,8,5,+$5.00,20,0,0,156.0084,2.4916,158.5006,1.9995,160.5006,1.9994
0,16,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,0.8192,4,5,+$5.00,25,0,0,164.5085,2.2416,166.7506,1.9995,168.7507,1.9993
0,17,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,1,1,0.41883,1,0,$0.00,25,0,0,174.7579,2.2422,177.0006,1.9995,179.0006,1.9994
0,18,YOU,self,1,plus0,2,correct,1,hit,1,+$0,0,1,0.23309,9,0,+$0.00,25,0,0,185.0082,1.9918,187.0006,1.9995,189.0007,1.9993
0,19,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,0,0.85923,7,0,$0.00,25,0,0,193.0101,2.4899,195.5006,1.9995,197.5006,1.9994
0,20,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,0,1,0.57068,2,0,$0.00,25,0,0,205.5085,2.2415,207.7506,1.9995,209.7507,1.9994
0,21,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,1,0.67747,6,5,+$5.00,30,0,0,217.7579,1.9922,219.7506,1.9995,221.7507,1.9994
0,22,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,0,1.0359,6,0,$0.00,30,0,0,225.7578,2.4923,228.2506,1.9994,230.2506,1.9994
0,23,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,0,0.57913,2,5,+$5.00,35,0,0,238.2578,1.9923,240.2506,1.9995,242.2507,1.9994
0,24,YOU,self,1,plus0,2,correct,1,hit,1,+$0,1,0,0.71703,2,0,+$0.00,35,0,0,250.2586,2.4915,252.7506,1.9995,254.7507,1.9994
0,25,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,1,1,0.63495,1,0,$0.00,35,0,0,260.7587,2.2414,263.0005,1.9995,265.0006,1.9994
0,26,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,1,0.65202,9,5,+$5.00,40,0,0,271.0078,1.9923,273.0007,1.9994,275.0007,1.9994
0,27,YOU,self,1,plus0,2,correct,1,hit,1,+$0,0,0,0.74547,3,0,+$0.00,40,0,0,281.0088,2.4913,283.5006,1.9995,285.5006,1.9994
0,28,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,1,0,0.89067,9,0,$0.00,40,0,0,289.5088,1.9912,291.5006,1.9995,293.5006,1.9994
0,29,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,1.1718,9,5,+$5.00,45,0,0,301.5079,1.9921,303.5006,1.9995,305.5006,1.9995
0,30,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.61688,6,5,+$5.00,50,0,0,311.508,1.9921,313.5006,1.9995,315.5006,1.9994
