block,trial,role,person_name,person_num,trialtype_name,trialtype_num,outcome_name,outcome_num,human_response_name,human_response_num,cue_value,uparrow_rightside,chose_higher,rt,target_number,outcome_amount,outcome_string,total_outcome_amount,blockcue_onset,blockcue_duration,cue_onset,cue_duration,target_onset,target_duration,outcome_onset,outcome_duration
0,1,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.94647,9,5,+$5.00,5,0,0,12.0074,2.4926,14.5115,1.9889,16.51,1.9901
0,2,YOU,self,1,plus0,2,correct,1,hit,1,+$0,0,0,0.82531,1,0,+$0.00,5,0,0,24.509,1.991,26.5006,1.9994,28.5009,1.9991
0,3,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,1,1,0.93048,1,0,$0.00,5,0,0,32.5075,1.9925,34.5006,1.9995,36.5012,1.9989
0,4,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,0,0.59962,9,0,$0.00,5,0,0,42.5072,1.9928,44.5006,1.9995,46.5006,1.9994
0,5,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,0,0,0.6311,7,0,$0.00,5,0,0,54.5079,2.2421,56.7509,1.9992,58.7509,1.9991
0,6,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,1,0.60976,4,0,$0.00,5,0,0,66.7571,2.2429,69.0006,1.9995,71.0006,1.9994
0,7,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,1.5942,7,5,+$5.00,10,0,0,77.0072,2.4928,79.5008,1.9992,81.5006,1.9995
0,8,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,1,1.2872,1,0,$0.00,10,0,0,87.5078,2.4922,90.0006,1.9995,92.0006,1.9994
0,9,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,0,1.1967,6,0,$0.00,10,0,0,98.0072,2.4928,100.5005,1.9995,102.5006,1.9994
0,10,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,1,0,0.84873,7,0,$0.00,10,0,0,106.5087,2.4913,109.0006,1.9995,111.0009,1.9991
0,11,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,0,0.95892,6,0,$0.00,10,0,0,115.2237,1.7764,117.0006,1.9994,119.0009,1.9991
0,12,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,1.2375,4,5,+$5.00,15,0,0,127.0084,1.9916,129.0006,1.9995,131.0006,1.9994
0,13,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,1,0.82649,2,0,$0.00,15,0,0,135.008,1.992,137.0006,1.9995,139.0006,1.9994
0,14,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,0,0,1.5172,6,0,$0.00,15,0,0,143.008,1.992,145.0006,1.9995,147.0011,1.9989
0,15,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,0.80777,2,5,+$5.00,20,0,0,151.0087,1.9914,153.0008,1.9993,155.0009,1.9991
0,16,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.82353,9,5,+$5.00,25,0,0,163.0082,2.2419,165.2509,1.9992,167.2509,1.9991
0,17,YOU,self,1,plus0,2,correct,1,hit,1,+$0,0,0,1.2532,1,0,+$0.00,25,0,0,175.2582,2.4918,177.7505,1.9995,179.7506,1.9994
0,18,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,0,1.3644,6,0,$0.00,25,0,0,183.7588,2.2412,186.0006,1.9994,188.0006,1.9994
0,19,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,0,1.6875,6,0,$0.00,25,0,0,194.0075,2.4926,196.5006,1.9995,198.5006,1.9994
0,20,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,0.71498,4,5,+$5.00,30,0,0,204.5086,2.4915,207.0009,1.9992,209.0007,1.9993
0,21,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,1.2491,9,5,+$5.00,35,0,0,215.0082,2.2418,217.2509,1.9992,219.2506,1.9994
0,22,YOU,self,1,plus0,2,correct,1,hit,1,+$0,1,0,1.5396,4,0,+$0.00,35,0,0,227.259,2.491,229.7506,1.9995,231.7509,1.9991
0,23,YOU,self,1,plus0,2,correct,1,hit,1,+$0,0,0,1.6211,3,0,+$0.00,35,0,0,239.758,1.9921,241.7509,1.9992,243.7506,1.9994
0,24,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,0,0.50266,6,0,$0.00,35,0,0,247.7575,2.4926,250.2508,1.9993,252.2506,1.9994
0,25,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,1.0099,9,5,+$5.00,40,0,0,260.2575,2.2425,262.5006,1.9995,264.5006,1.9994
0,26,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,1,1,0.19384,1,0,$0.00,40,0,0,268.5076,2.2424,270.7506,1.9995,272.7506,1.9994
0,27,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,1,0.68649,8,5,+$5.00,45,0,0,280.7577,2.2423,283.0009,1.9992,285.0006,1.9994
0,28,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,1.0719,4,0,$0.00,45,0,0,291.0076,2.2425,293.2505,1.9995,295.2506,1.9994
0,29,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,0,0.67165,3,5,+$5.00,50,0,0,301.2584,2.2416,303.5006,1.9995,305.5006,1.9995
0,30,YOU,self,1,plus0,2,correct,1,hit,1,+$0,1,0,0.94108,3,0,+$0.00,50,0,0,311.5076,1.9924,313.5009,1.9992,315.5006,1.9994
