block,trial,role,person_name,person_num,trialtype_name,trialtype_num,outcome_name,outcome_num,human_response_name,human_response_num,cue_value,uparrow_rightside,chose_higher,rt,target_number,outcome_amount,outcome_string,total_outcome_amount,blockcue_onset,blockcue_duration,cue_onset,cue_duration,target_onset,target_duration,outcome_onset,outcome_duration
0,1,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,0.56225,1,5,+$5.00,5,0,0,12.0274,1.9726,14.0337,1.9668,16.0294,1.9707
0,2,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,0.9118,4,0,$0.00,5,0,0,24.0088,2.4913,26.5009,1.9991,28.5006,1.9994
0,3,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,0.53401,1,5,+$5.00,10,0,0,32.5089,1.9911,34.5006,1.9995,36.5009,1.9991
0,4,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,1,0.48082,7,5,+$5.00,15,0,0,42.5074,2.4926,45.0006,1.9995,47.0006,1.9994
0,5,YOU,self,1,plus0,2,correct,1,hit,1,+$0,1,1,1.1016,8,0,+$0.00,15,0,0,51.0075,2.2426,53.2506,1.9995,55.2509,1.9991
0,6,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,1,0.4398,8,5,+$5.00,20,0,0,61.258,1.9921,63.2508,1.9993,65.2509,1.9991
0,7,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,0,0.38776,7,0,$0.00,20,0,0,71.258,1.992,73.2505,1.9995,75.2509,1.9991
0,8,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,0.32089,1,0,$0.00,20,0,0,83.2574,2.2426,85.5006,1.9995,87.5006,1.9994
0,9,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,0.5121,1,5,+$5.00,25,0,0,91.5083,2.4918,94.0005,1.9995,96.0009,1.9991
0,10,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,0.56462,3,0,$0.00,25,0,0,104.0075,1.9926,106.001,1.9991,108.0007,1.9993
0,11,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,0,1,0.46816,2,0,$0.00,25,0,0,112.0083,2.2418,114.2506,1.9995,116.2509,1.9991
0,12,YOU,self,1,plus0,2,correct,1,hit,1,+$0,0,0,0.3992,2,0,+$0.00,25,0,0,120.2578,2.2422,122.5009,1.9992,124.5006,1.9994
0,13,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,1,0.2794,2,0,$0.00,25,0,0,132.5074,2.4926,135.0006,1.9995,137.0006,1.9994
0,14,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,1,1,0.30458,1,0,$0.00,25,0,0,145.0076,2.4924,147.5006,1.9995,149.5006,1.9994
0,15,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,0.56696,2,0,$0.00,25,0,0,155.5083,2.2418,157.7506,1.9995,159.7506,1.9994
0,16,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,0.62743,2,5,+$5.00,30,0,0,163.7592,2.4908,166.2509,1.9992,168.2509,1.9991
0,17,YOU,self,1,plus0,2,correct,1,hit,1,+$0,0,0,0.28687,4,0,+$0.00,30,0,0,176.2584,2.4917,178.7509,1.9992,180.7506,1.9994
0,18,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,0,0.78262,4,5,+$5.00,35,0,0,184.7589,1.9912,186.7509,1.9992,188.7506,1.9994
0,19,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,1,0.47839,2,0,$0.00,35,0,0,196.7584,1.9916,198.7505,1.9995,200.7506,1.9994
0,20,YOU,self,1,plus0,2,correct,1,hit,1,+$0,0,0,0.3648,3,0,+$0.00,35,0,0,206.7582,2.4919,209.2509,1.9992,211.2509,1.9991
0,21,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,0,0.56771,9,0,$0.00,35,0,0,215.2582,2.2418,217.5009,1.9992,219.5006,1.9994
0,22,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.40716,6,5,+$5.00,40,0,0,227.5076,2.4925,230.0006,1.9994,232.0009,1.9991
0,23,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.92859,9,5,+$5.00,45,0,0,238.0101,2.2399,240.2506,1.9995,242.2507,1.9994
0,24,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,0,0,0.67689,7,0,$0.00,45,0,0,246.2586,2.4914,248.7506,1.9995,250.7506,1.9994
0,25,YOU,self,1,plus0,2,correct,1,hit,1,+$0,1,1,0.54663,6,0,+$0.00,45,0,0,254.7578,2.2422,257.0009,1.9992,259.0006,1.9994
0,26,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,0,0.30576,6,0,$0.00,45,0,0,265.0096,1.9904,267.0009,1.9992,269.0006,1.9994
0,27,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,1,1,0.59538,1,0,$0.00,45,0,0,277.0098,1.9903,279.0008,1.9992,281.0009,1.9991
0,28,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.94745,7,5,+$5.00,50,0,0,289.0086,2.2414,291.2506,1.9995,293.2506,1.9994
0,29,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,0,0.75033,6,0,$0.00,50,0,0,299.2592,2.2408,301.5009,1.9992,303.5006,1.9994
0,30,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,1,0,0.63492,6,0,$0.00,50,0,0,309.5079,1.9921,311.5006,1.9995,313.5006,1.9994
