block,trial,role,person_name,person_num,trialtype_name,trialtype_num,outcome_name,outcome_num,human_response_name,human_response_num,cue_value,uparrow_rightside,chose_higher,rt,target_number,outcome_amount,outcome_string,total_outcome_amount,blockcue_onset,blockcue_duration,cue_onset,cue_duration,target_onset,target_duration,outcome_onset,outcome_duration
0,1,YOU,self,1,plus0,2,correct,1,hit,1,+$0,1,0,0.84788,1,0,+$0.00,0,0,0,12.0089,1.9911,14.0144,1.9861,16.0114,1.9886
0,2,YOU,self,1,plus0,2,correct,1,hit,1,+$0,1,1,0.59321,9,0,+$0.00,0,0,0,24.0094,2.2406,26.2509,1.9991,28.2506,1.9995
0,3,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,0,0,0.74201,8,0,$0.00,0,0,0,32.2571,2.4929,34.7506,1.9995,36.7506,1.9994
0,4,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,0,0.58402,4,5,+$5.00,5,0,0,42.7575,2.2425,45.0009,1.9992,47.0009,1.9991
0,5,YOU,self,1,plus0,2,correct,1,hit,1,+$0,1,1,0.78477,6,0,+$0.00,5,0,0,55.0082,2.4918,57.5007,1.9994,59.5009,1.9991
0,6,YOU,self,1,plus0,2,correct,1,hit,1,+$0,1,0,0.73701,4,0,+$0.00,5,0,0,63.5078,1.9923,65.5009,1.9992,67.5009,1.9991
0,7,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.62226,9,5,+$5.00,10,0,0,73.5079,2.4921,76.0009,1.9992,78.0006,1.9994
0,8,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,0.65955,4,5,+$5.00,15,0,0,86.0095,2.2405,88.2506,1.9995,90.2509,1.9991
0,9,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,0.62031,4,0,$0.00,15,0,0,94.258,2.2421,96.5006,1.9995,98.5009,1.9991
0,10,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.62972,7,5,+$5.00,20,0,0,102.5085,1.9915,104.5006,1.9995,106.5006,1.9994
0,11,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,0.85689,1,5,+$5.00,25,0,0,110.5088,1.9913,112.5005,1.9995,114.5009,1.9991
0,12,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,1,0.634,2,0,$0.00,25,0,0,120.508,2.242,122.7509,1.9992,124.7506,1.9994
0,13,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,0,1,0.50985,4,0,$0.00,25,0,0,132.7586,1.9914,134.7506,1.9995,136.7506,1.9994
0,14,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,1,0.71647,8,5,+$5.00,30,0,0,142.7578,2.4922,145.2509,1.9992,147.2506,1.9994
0,15,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,0,0,0.53379,9,0,$0.00,30,0,0,153.2578,2.2422,155.5006,1.9995,157.5007,1.9993
0,16,YOU,self,1,plus0,2,correct,1,hit,1,+$0,0,0,0.57624,1,0,+$0.00,30,0,0,165.5094,1.9907,167.5006,1.9995,169.5007,1.9994
0,17,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,1,0.52703,4,0,$0.00,30,0,0,175.5078,1.9923,177.5006,1.9995,179.5007,1.9994
0,18,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,1,1,0.4563,2,0,$0.00,30,0,0,187.5097,2.4903,190.0006,1.9994,192.0006,1.9994
0,19,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,0.60413,2,0,$0.00,30,0,0,200.0082,2.4919,202.5008,1.9993,204.5006,1.9994
0,20,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,1,0.50272,3,0,$0.00,30,0,0,212.5075,2.4926,215.0009,1.9992,217.0006,1.9994
0,21,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,0,1,0.52692,1,0,$0.00,30,0,0,223.0082,1.9919,225.0006,1.9995,227.0006,1.9994
0,22,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,0.48332,4,0,$0.00,30,0,0,235.0074,1.9926,237.0006,1.9995,239.0006,1.9994
0,23,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,1,0.3969,7,5,+$5.00,35,0,0,243.0077,1.9924,245.0006,1.9995,247.0006,1.9994
0,24,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,0,0.97035,7,0,$0.00,35,0,0,251.0084,2.2416,253.2506,1.9995,255.2506,1.9994
0,25,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,0.52269,1,5,+$5.00,40,0,0,261.2575,2.2425,263.5008,1.9993,265.5006,1.9995
0,26,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,0.94548,1,5,+$5.00,45,0,0,269.5097,2.2403,271.7506,1.9995,273.7506,1.9994
0,27,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,0.54024,3,0,$0.00,45,0,0,277.7588,2.2412,280.0009,1.9992,282.0006,1.9994
0,28,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.81573,8,5,+$5.00,50,0,0,286.0076,2.4924,288.5009,1.9992,290.5009,1.9991
0,29,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,0.41757,3,0,$0.00,50,0,0,296.5089,2.4911,299.0009,1.9992,301.0006,1.9994
0,30,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,0,1.1034,7,0,$0.00,50,0,0,309.0085,2.4915,311.5009,1.9992,313.5006,1.9994
