block,trial,role,person_name,person_num,trialtype_name,trialtype_num,outcome_name,outcome_num,human_response_name,human_response_num,cue_value,uparrow_rightside,chose_higher,rt,target_number,outcome_amount,outcome_string,total_outcome_amount,blockcue_onset,blockcue_duration,cue_onset,cue_duration,target_onset,target_duration,outcome_onset,outcome_duration
0,1,YOU,self,1,plus0,2,correct,1,hit,1,+$0,0,0,1.075,2,0,+$0.00,0,0,0,12.009,2.4911,14.5151,1.9853,16.5113,1.9887
0,2,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.77157,9,5,+$5.00,5,0,0,20.5087,1.9913,22.5007,1.9994,24.5008,1.9993
0,3,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,1.0086,3,5,+$5.00,10,0,0,28.5081,2.492,31.0006,1.9995,33.0006,1.9994
0,4,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,1,0.89107,2,0,$0.00,10,0,0,41.007,2.493,43.5006,1.9995,45.5006,1.9994
0,5,YOU,self,1,plus0,2,correct,1,hit,1,+$0,0,1,0.685,6,0,+$0.00,10,0,0,54.105,1.395,55.5006,1.9995,57.5006,1.9994
0,6,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,1,1,0.62515,2,0,$0.00,10,0,0,65.5075,2.2425,67.7506,1.9995,69.7507,1.9994
0,7,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,0,1,0.65024,4,0,$0.00,10,0,0,75.7571,2.2429,78.0005,1.9995,80.0008,1.9992
0,8,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,1,0,0.7605,8,0,$0.00,10,0,0,86.007,1.993,88.0006,1.9994,90.0009,1.9991
0,9,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,1,0.49228,4,0,$0.00,10,0,0,94.0082,1.9918,96.0006,1.9995,98.0006,1.9994
0,10,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.43085,9,5,+$5.00,15,0,0,102.007,2.4931,104.5006,1.9995,106.5009,1.9991
0,11,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,1,0.73817,7,5,+$5.00,20,0,0,112.508,2.242,114.7506,1.9995,116.7506,1.9994
0,12,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,0.57603,4,5,+$5.00,25,0,0,120.7592,2.2408,123.0006,1.9995,125.0006,1.9994
0,13,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,0,1.069,6,0,$0.00,25,0,0,133.0071,2.2429,135.2506,1.9995,137.2507,1.9994
0,14,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.64983,8,5,+$5.00,30,0,0,143.2579,2.2421,145.5006,1.9995,147.5006,1.9994
0,15,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,1,0.46242,9,5,+$5.00,35,0,0,151.5071,2.4929,154.0006,1.9995,156.0006,1.9994
0,16,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,0.68961,3,0,$0.00,35,0,0,164.0079,1.9922,166.0006,1.9995,168.0006,1.9994
0,17,YOU,self,1,plus0,2,correct,1,hit,1,+$0,1,0,0.63826,1,0,+$0.00,35,0,0,174.008,2.492,176.5006,1.9995,178.5006,1.9994
0,18,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,0,1.3321,8,0,$0.00,35,0,0,184.5079,2.4921,187.0005,1.9995,189.0006,1.9994
0,19,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,0,0.60786,1,5,+$5.00,40,0,0,195.0074,2.2426,197.2506,1.9995,199.2509,1.9991
0,20,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.61025,9,5,+$5.00,45,0,0,205.2581,2.2419,207.5009,1.9992,209.5008,1.9993
0,21,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,1,0.61501,7,5,+$5.00,50,0,0,213.5074,1.9927,215.5006,1.9995,217.5006,1.9994
0,22,YOU,self,1,plus0,2,correct,1,hit,1,+$0,1,0,0.55976,3,0,+$0.00,50,0,0,223.508,2.492,226.0007,1.9994,228.0009,1.9991
0,23,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,0,0,0.54599,9,0,$0.00,50,0,0,236.0079,1.9922,238.0006,1.9995,240.0006,1.9994
0,24,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,1,0.66114,2,0,$0.00,50,0,0,248.0084,2.2417,250.2509,1.9992,252.2507,1.9994
0,25,YOU,self,1,plus0,2,correct,1,hit,1,+$0,1,1,0.61695,7,0,+$0.00,50,0,0,260.2583,2.4918,262.7509,1.9991,264.7506,1.9994
0,26,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,0,1,0.95662,3,0,$0.00,50,0,0,268.7583,1.9917,270.7506,1.9995,272.7506,1.9994
0,27,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,0.55118,3,0,$0.00,50,0,0,280.7573,1.9927,282.7506,1.9995,284.7506,1.9994
0,28,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,0.60775,1,0,$0.00,50,0,0,292.7596,2.2404,295.0006,1.9995,297.0006,1.9994
0,29,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,0.66037,4,0,$0.00,50,0,0,301.0074,1.9926,303.0008,1.9992,305.0006,1.9995
0,30,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,0,0.96107,9,0,$0.00,50,0,0,311.0085,2.4915,313.5006,1.9995,315.5006,1.9994
