block,trial,role,person_name,person_num,trialtype_name,trialtype_num,outcome_name,outcome_num,human_response_name,human_response_num,cue_value,uparrow_rightside,chose_higher,rt,target_number,outcome_amount,outcome_string,total_outcome_amount,blockcue_onset,blockcue_duration,cue_onset,cue_duration,target_onset,target_duration,outcome_onset,outcome_duration
0,1,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,0,0.65718,7,0,$0.00,0,0,0,12.0068,2.2432,14.2607,1.9897,16.2592,1.9908
0,2,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,1.0258,1,0,$0.00,0,0,0,22.259,2.2411,24.5007,1.9993,26.5006,1.9994
0,3,YOU,self,1,plus0,2,correct,1,hit,1,+$0,0,1,0.53093,8,0,+$0.00,0,0,0,34.5072,2.4929,37.0006,1.9995,39.0006,1.9994
0,4,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.71548,7,5,+$5.00,5,0,0,43.008,1.992,45.0006,1.9995,47.0006,1.9994
0,5,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,0.52146,3,5,+$5.00,10,0,0,53.0081,1.9919,55.0006,1.9995,57.0007,1.9993
0,6,YOU,self,1,plus0,2,correct,1,hit,1,+$0,1,0,0.39869,3,0,+$0.00,10,0,0,61.0077,2.2423,63.2506,1.9995,65.2509,1.9991
0,7,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,1,0,0.41051,6,0,$0.00,10,0,0,73.2573,2.2427,75.5006,1.9995,77.5007,1.9994
0,8,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.82464,9,5,+$5.00,15,0,0,85.5075,2.2425,87.7506,1.9995,89.7509,1.9991
0,9,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,0,0.59942,9,0,$0.00,15,0,0,95.7591,2.4909,98.2506,1.9995,100.2506,1.9994
0,10,YOU,self,1,plus0,2,correct,1,hit,1,+$0,1,0,0.42637,4,0,+$0.00,15,0,0,106.2589,2.4911,108.7506,1.9995,110.7506,1.9994
0,11,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,0.42712,2,0,$0.00,15,0,0,114.7581,2.242,117.0006,1.9995,119.0009,1.9991
0,12,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.56695,6,5,+$5.00,20,0,0,127.0074,2.4926,129.5009,1.9992,131.5006,1.9994
0,13,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,0,1,0.59973,1,0,$0.00,20,0,0,137.5083,2.4917,140.0009,1.9992,142.0006,1.9994
0,14,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,0,1,0.60325,1,0,$0.00,20,0,0,146.0093,2.4908,148.5009,1.9992,150.5007,1.9993
0,15,YOU,self,1,plus0,2,correct,1,hit,1,+$0,1,0,0.58536,3,0,+$0.00,20,0,0,156.5083,1.9918,158.5009,1.9992,160.5006,1.9994
0,16,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,0,0.57499,7,0,$0.00,20,0,0,168.5094,2.4907,171.0006,1.9995,173.0006,1.9994
0,17,YOU,self,1,plus0,2,correct,1,hit,1,+$0,0,1,0.65874,8,0,+$0.00,20,0,0,177.0083,2.4917,179.5009,1.9992,181.5009,1.9991
0,18,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,0.55233,3,5,+$5.00,25,0,0,187.5085,2.2416,189.7506,1.9995,191.7506,1.9994
0,19,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,0,0.5143,7,0,$0.00,25,0,0,197.7583,1.9917,199.7506,1.9995,201.7506,1.9994
0,20,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.37228,7,5,+$5.00,30,0,0,205.7591,1.9909,207.7506,1.9995,209.7509,1.9991
0,21,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,0.59963,2,0,$0.00,30,0,0,217.7599,1.9901,219.7509,1.9992,221.7506,1.9994
0,22,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,0,0.68213,7,0,$0.00,30,0,0,225.7593,2.2408,228.0006,1.9995,230.0007,1.9994
0,23,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,0.40942,6,5,+$5.00,35,0,0,234.0088,1.9912,236.0009,1.9992,238.0009,1.9991
0,24,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,1,1,0.47601,1,0,$0.00,35,0,0,246.0076,1.9924,248.0009,1.9992,250.0006,1.9994
0,25,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,0,1,0.49649,3,0,$0.00,35,0,0,256.0077,2.4924,258.5005,1.9995,260.5009,1.9991
0,26,YOU,self,1,plus5,1,correct,1,hit,1,+$5,0,1,1.145,8,5,+$5.00,40,0,0,268.5084,1.9916,270.5006,1.9995,272.5006,1.9995
0,27,YOU,self,1,plus5,1,incorrect,0,hit,1,+$5,1,0,0.33726,7,0,$0.00,40,0,0,276.5094,2.2407,278.7506,1.9995,280.7509,1.9991
0,28,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,0.36338,3,5,+$5.00,45,0,0,288.7592,1.9908,290.7507,1.9994,292.7509,1.9991
0,29,YOU,self,1,plus0,2,incorrect,0,hit,1,+$0,0,1,0.82953,4,0,$0.00,45,0,0,298.7584,2.4917,301.2506,1.9995,303.2506,1.9994
0,30,YOU,self,1,plus5,1,correct,1,hit,1,+$5,1,0,0.43718,3,5,+$5.00,50,0,0,311.2586,2.2415,313.5006,1.9995,315.5009,1.9991
